993859:{date_stamp=-4327, umbrella=2425, payload=........, name=4rvcje2117o2akqhsosouz401lnbljlf9id8dcyg, time=81169001, id=0l0erz78oa6qanncnrp7gaj3xlicd0kt, value=96482}
996181:{date_stamp=11807, umbrella=788, payload=........, name=zr6m0hluxkztosmxaps8p8w3l9uda29dgzypcgzo, time=19926725, id=d7hjfg2p85w5lk994kqcomken3e3e04o, value=19581}
996182:{date_stamp=-16476, umbrella=6709, payload=........, name=q3de4kzyo6y1a5zsl6zxfqwewz1c5epo2tj7x8cv, time=9512244, id=rtn5i9yeh3hfu9dqixzq8qbwcuxyh8bx, value=62696}
996183:{date_stamp=-5539, umbrella=5028, payload=........, name=aoygjsstxuraoyxnxnd7wybw6egq5ipry4kiw961, time=35264208, id=kd2ch17tjdasib5rwtdc3a1vtzam1ipl, value=27631}
996184:{date_stamp=-11170, umbrella=3097, payload=........, name=u3y8gqmaxwu2fbwyw09vfab3w7gqatqmhddw4q29, time=48065134, id=cecbg1hkqzd843xf1ns8s0gacjbe7wtx, value=82425}
996185:{date_stamp=16248, umbrella=131, payload=........, name=zpbab4td9xs01rs25vfycoxb1ie5u58qug82abqi, time=82873211, id=p2qrqs8ng8mk3h9qdqmsl25g59xaskwe, value=3732}
996186:{date_stamp=-603, umbrella=563, payload=........, name=r1jzdmp8e96miyffv7o39ekrx0pq1q5132979fpe, time=2171080, id=r920axzcfq7uz3ll58c15rnwezcr7f4m, value=36247}
996187:{date_stamp=-18322, umbrella=8871, payload=........, name=6anj3x5z7oxp2yu1h3lzhuui8ate5igk4hcfcpyf, time=69964304, id=qa31lzi6mdr7b0zvrmt16mwufx4h73ep, value=24222}
996188:{date_stamp=7006, umbrella=1575, payload=........, name=iod29knst0y4chcpod7mtwcmydpmannqp4k0if2w, time=25939753, id=sqe344ugos8le4hgfq6zwabu9iqnxuz4, value=27809}
996189:{date_stamp=-18365, umbrella=8366, payload=........, name=e684bdtdmqiv2ysxqdhi2405bkej9n9zj3iqipb7, time=76928634, id=vlqqhok3lcdk5oipl9i71jjz6ftl6aab, value=23466}
996190:{date_stamp=-905, umbrella=1540, payload=........, name=c8kj033zoivk33y5eeqjkfklp8mzujj0zh5txjdl, time=28086346, id=dfp2dtjaq7ehw4599gtrlvkln15il581, value=40020}
996191:{date_stamp=-24092, umbrella=937, payload=........, name=dd703ic5s7bj4xqya0wn2x0h2bbuqn864lsri3pe, time=66758146, id=otum0bgzrgqompdt7puinlasdg9oub5e, value=22491}
996192:{date_stamp=5848, umbrella=2559, payload=........, name=hp0n2e5jydlqt8tgmdpwkjg09lw05agog3g6vgqy, time=37708285, id=9adhjv7yovpo8aa31g9h8rn6wtbbla6p, value=53310}
996193:{date_stamp=16200, umbrella=7990, payload=........, name=1odzkmxqu0z7b9ez022bf9avcmevuob61nz5ifn9, time=23148566, id=68tdam1y3sui7hn37itl5o2j9znm0vnu, value=91941}
996194:{date_stamp=-23315, umbrella=4955, payload=........, name=5jt4wuegzy7fn1bbmptf910tum47y1esa5dyytey, time=81483912, id=3nnxk55y8bdyjmdxeeenoqoukfmb0z8q, value=401}
996195:{date_stamp=4505, umbrella=7496, payload=........, name=21fjtb5se4487c4866ov206r8dteb7985qw2i0qo, time=47093365, id=rge68yh0lvylhxc2acoro47kw308h61z, value=26540}
996196:{date_stamp=17260, umbrella=9304, payload=........, name=yw07866cmvfvwyev0n6i77lfhsnfls4lv5k5wdnd, time=71998464, id=j0gg3pk3640t9i3fgv4g7tjzigg0a25h, value=7787}
996197:{date_stamp=-8747, umbrella=3458, payload=........, name=m0qfm9iklxbf7dw3ewgq4dhxe66yu67yxb6nn0ne, time=39313249, id=ftjh7593x5iqc5dg9jacykh5p2ejhq9p, value=4618}
996198:{date_stamp=-19785, umbrella=3353, payload=........, name=uaqwmr9xtl6x7t5g1bvcz5lr3kv1jluersyy0bp9, time=76045188, id=fu1x8ltddaz0k6va8wt3d2vil3dd2vxh, value=54102}
996199:{date_stamp=-23950, umbrella=2275, payload=........, name=nd933bfvqi0lmd2mp79ioqqraujia3repbk75nii, time=84198948, id=vfg1hpuvly4m9ogx6z2q1diz04refwdu, value=66912}
996200:{date_stamp=1855, umbrella=8640, payload=........, name=3b8o5ji0seqm12v3gjxt4buv6bux4i9u78bqnm6s, time=39806918, id=onpu1y110w0sdaosyv0p0ydql9kg44tl, value=78601}
996201:{date_stamp=-11349, umbrella=9948, payload=........, name=arzvgf3sz6w29eogk121o12k1efgt7ka1m9ug09b, time=13404711, id=w70412ivl4sivbkqi4fxhghh0immdbxx, value=41644}
996202:{date_stamp=10921, umbrella=3938, payload=........, name=mwmoathbulxnxgjf9xos8p0rzbglw6auhvr15shq, time=36884125, id=m8rualwzh7429zbce5luz0pz7byhvzd8, value=89054}
996203:{date_stamp=-16548, umbrella=788, payload=........, name=bp8hcmpb4sg2ek7ovn2zmri6ytf91ojzctky0ete, time=49280994, id=0ipegwhwwsuxrwif5uetnnd1bg2uw5p0, value=30124}
996204:{date_stamp=-14589, umbrella=6689, payload=........, name=av2wxvn5v6nemmz6rv7npsxesj44wuyaf3w6duqc, time=48806315, id=bs0cwhcyokj6rsee56881pp6qlj8v797, value=5082}
996205:{date_stamp=-20910, umbrella=4206, payload=........, name=utfwofhjp3xqf0pf3tpm78yzg2th1plyxpen9jwy, time=51471475, id=p6n82nykqa1exqbrvghveparuej83vn7, value=39837}
996206:{date_stamp=-20627, umbrella=4521, payload=........, name=4ustjfmj0gobz5cm8p4dloganhhoc3s5iq27sqlx, time=65359112, id=zlj4cdnrnsczhtxs2twsk8czu1db8kt7, value=83061}
996207:{date_stamp=-23267, umbrella=5283, payload=........, name=5d6lpffl1jorr44wbp6psld9s4br7ddcma5opu3r, time=46164646, id=r1tu419j88xohl0f7u5pas8mimmjych8, value=22138}
996208:{date_stamp=11308, umbrella=552, payload=........, name=nh54q02qdf5mmyajcgfe8os5fzzjy12c0rlxya0w, time=65081799, id=cjbineqg8vlc89jg35s56j8ieu1hrx4o, value=42082}
996209:{date_stamp=-19833, umbrella=3981, payload=........, name=wgkdbkxr8e2kwvbnnh6redt71q8f0au7j779m6xz, time=16109873, id=a9v850q9eap81xuqiqbf8j3sil9tqsbe, value=61962}
996210:{date_stamp=-1757, umbrella=9008, payload=........, name=vcqqo5m8paojpgwk11arrxf0emicyvphxp70c7en, time=64546245, id=j4gfwih21ef6fz88xgptfiykfc77zjvw, value=67863}
996211:{date_stamp=-23725, umbrella=7825, payload=........, name=8gy8mslrbn1ti5nl7cfyz87qwekkih3ldf3xjgrf, time=2457262, id=jffvlutaausxmeckpp6uaxvni7pqbbhc, value=75932}
996212:{date_stamp=-5280, umbrella=6518, payload=........, name=wr6jzgeaeregd57bw8tt0egxy7z36g9bvmyvoeyo, time=84630547, id=olq6oyiyqb7fow76kupj9uz6k06aszt6, value=12349}
996213:{date_stamp=-8472, umbrella=2777, payload=........, name=jxgisi2witeadd13kg8tu6bpixpuamnf59v6z716, time=10747124, id=oqis2kloo3nd6hou46qgrt5vctlxpa7d, value=561}
996214:{date_stamp=3633, umbrella=6641, payload=........, name=qpktcmcchjn937lp8227r1l8puw8h05zblq9fn2x, time=56819546, id=2on637uw9kt3w2h6q4721nxmq8fm12hv, value=88270}
996215:{date_stamp=9731, umbrella=9119, payload=........, name=ymheulnsoen9sufarz4mgtkucdd5u1zgb4udggci, time=76698618, id=mwt6gnefzvt6ktphs79xc3nrirlpxbgo, value=91802}
996216:{date_stamp=15801, umbrella=2167, payload=........, name=j8njidt1xzsixzc7hydzh9cq5ius4ympt7vdi4lh, time=34808901, id=9zas7z2bh82nwr4od1km9qxyy58f1tup, value=58867}
996217:{date_stamp=-16453, umbrella=1973, payload=........, name=cic7oiq1kghanob2v7lta8k4ok55o7mkeepsihi5, time=53174862, id=yzpkfrkldsoinsv9wahjaeouq4qoal23, value=75798}
996218:{date_stamp=17011, umbrella=275, payload=........, name=23g43nskk07ck8vjt3zoajzqs6pg81m7tr11ic5w, time=661525, id=74nn3unvoz1gxjemtei84znomv3fkskk, value=51911}
996219:{date_stamp=5572, umbrella=9263, payload=........, name=wsf7xs8lk9v3x1r4p5klk7yv8nvmtbkji593bc7b, time=8309585, id=vwv6qjbbvzfgnkfzb52q8ilhee29hufh, value=35753}
996220:{date_stamp=421, umbrella=9491, payload=........, name=mn5l1ho3ravanaidezqcx0jm82r0lkajz0mma6vv, time=42649117, id=r2yqxgdb5xndfqdejz7tlfnsfd78y76n, value=37206}
996221:{date_stamp=-11467, umbrella=1448, payload=........, name=fxurel2nafalqjcab2lkukdpgqzybc4nf2egpe04, time=81667052, id=6uo0ec0dg3ryfdyx7t9l1l82c2rpslf8, value=17623}
996222:{date_stamp=-8697, umbrella=8396, payload=........, name=gw28c04ty5q19q1y98dk7vdf4ajk0h38wljnf0nc, time=50977373, id=x9ne9orqi8gg0xg14gl6wf1zhvm23s56, value=35376}
996223:{date_stamp=3582, umbrella=9216, payload=........, name=0ywf3p9pv8rsf15l7o56perm816rof89r6wysbft, time=50941134, id=968t2jso4nffdrf84cq3tgn3bcxy62d2, value=40392}
996224:{date_stamp=12868, umbrella=8687, payload=........, name=gu4t3l46sdahyuyun6sbxrsh73cokjqqr2k348fz, time=62101117, id=nlxj21akrv3tezb3xwdtwv4r91s5og0v, value=54466}
996225:{date_stamp=-8251, umbrella=8400, payload=........, name=7l0ao1jsv89bfib2awho3o7cdutdonv0tom4kpk0, time=4805135, id=y1en6gzangvv3c65ni1psb8wen0d9upb, value=32784}
996226:{date_stamp=-19425, umbrella=5579, payload=........, name=8m97j5c4z5o5jejlqdzd9zpzx47gs1xiid1tu9l1, time=43342325, id=cdyczvj7pcgspm7rzyhkvk72e1zs17er, value=53527}
996227:{date_stamp=-7670, umbrella=1477, payload=........, name=m9fqgejgmwra94yitiaqkos5ftkkr1o6s9zplivp, time=18329375, id=kskk2u8qurbh1ivo61w8u16s3sx43ys1, value=46894}
996228:{date_stamp=9825, umbrella=5684, payload=........, name=2pp6czjwy6sais0gcmem1jual58tkb9wjxuz78ze, time=54215137, id=w5o27370glkgfwlegren61pkavyr5xcb, value=10834}
996229:{date_stamp=-5461, umbrella=8202, payload=........, name=o2s3mailmmtgbcve7f7v7x4r8a0g35nif9e3404r, time=85983988, id=bukmxoeczimsd2odqt2bjvzzi9danogf, value=48991}
996230:{date_stamp=13199, umbrella=3788, payload=........, name=re44mm0kvyq7oz2gz9wdoxrygc79yh4ga2y4w2j8, time=35154905, id=7vk42pkdm69p8cb3x0f0dp2z6fdbzh1a, value=55034}
996231:{date_stamp=6094, umbrella=2795, payload=........, name=mo3vp6brurfu3qj0v9j05h93v2da4p2yj47wdt2l, time=11279379, id=h9xqunmsvvmwwjm02c1xumwyrh72x37p, value=24126}
996232:{date_stamp=5960, umbrella=8100, payload=........, name=df8vq7l6wq3b801132mofhebjodllx4nr0udc581, time=23456184, id=105hw95magpwldmrxyourtl5ivosmryq, value=365}
996233:{date_stamp=3756, umbrella=829, payload=........, name=uo6fj36fm22p72u8miu1dfw8976aalamvz2c8zso, time=72443355, id=kjr4980l2u3kqii1lw2vyqf4ck3p1c17, value=23792}
996234:{date_stamp=-22648, umbrella=1512, payload=........, name=qxwsteia2idjp9w2kuae3dfkw3x8lpgutasfl6ez, time=68150169, id=esq7w92nnz5hie6t3a2ytw1741a21yc5, value=69813}
996235:{date_stamp=-2096, umbrella=3959, payload=........, name=qxyhh3tr31u696kn0l2zwlumq05v87sikah2m01g, time=73780576, id=o6s4j5ilsum95fobjbouxj9vf4r9puxj, value=2607}
996236:{date_stamp=-13638, umbrella=5984, payload=........, name=7t2slve3ap0mzcz1ljnraa7o3opn0hloljicf40l, time=70329524, id=hlf2ua1yr0kayo0kqg3hli4gs6afnx0b, value=551}
996237:{date_stamp=8782, umbrella=4955, payload=........, name=o3yi1ymuuqpma85f39tzwghf5zbey5xqkfn97qh3, time=30327962, id=vn1hv97ixadckv97gl3o0dsyunoedb32, value=52719}
996238:{date_stamp=9613, umbrella=2379, payload=........, name=7l3p5iz1lx438b0qhvjl6ddyvk8we39evvqx9c1v, time=33018449, id=7oh45nludmusiftv6kyznygakn8i4lq9, value=89741}
996239:{date_stamp=14537, umbrella=5005, payload=........, name=zwqsnifg9hfi89mc1ju6epdur0swhd3spis7npc9, time=82294481, id=hns99k0ipjjtnfduc66ku7qhcxy7pjxt, value=79641}
996240:{date_stamp=-6014, umbrella=9712, payload=........, name=anoc0qyp8xl8bjxz4sd2oxdad5hrfzmdikkzlwoe, time=45394772, id=dyaqszvtdyjlnaz11ty4jsj3dsbe5297, value=83340}
996241:{date_stamp=15301, umbrella=7665, payload=........, name=eyldn1bkbn5f1cix2nprpv6p1cf86ygd7lqu4bnf, time=27410905, id=fs50zjr8cr85lj7j4qb882elfuaskzyx, value=80905}
996242:{date_stamp=-7954, umbrella=1010, payload=........, name=enkjxqu8hhurtyeop9b76codz4v0gknshwzy7k9h, time=21197280, id=zmr9pgx5xudpmc4w0ag0f1n0nagim8ly, value=96546}
996243:{date_stamp=10966, umbrella=7983, payload=........, name=2bvjenkyy3ua9oaekqsih9u0ymj92ao72n031arz, time=80894829, id=f8u6qlouo35y68lp54b7tc5pr2qm3ne9, value=35415}
996244:{date_stamp=-2858, umbrella=7475, payload=........, name=g874dkqr0q0jfq92uzdwvmb57ty8u3abg8ut64e1, time=56092822, id=5qpoqoyvj82fhb3q8yo92x83h0vyba8i, value=43445}
996245:{date_stamp=10134, umbrella=6380, payload=........, name=kp2c06f8s7pynl5b2dcprg1126rka2yp63et5425, time=79159670, id=r7vnm653pk1cf5bemb7pnmuh06pbiuc7, value=68693}
996246:{date_stamp=9492, umbrella=5777, payload=........, name=k1tnl3j0k2xl2mcwvvql63eg2m4p9xfmiye3tqav, time=3537347, id=0o9hfjq8row1trqp253m3etdjwjk96jj, value=92313}
996247:{date_stamp=-7155, umbrella=5882, payload=........, name=kha27cqllvuvdnroj6h3fd7205s92by2w52ba1yh, time=28273375, id=tj9es48mg9e5pemml8hkyxf0prewe7rs, value=80384}
996248:{date_stamp=17695, umbrella=6284, payload=........, name=rryrqcloyim6cfw1cqltjvr36tg4ymhlqxm28mfq, time=1804202, id=12oa59bf02o8l5gvrlz575jvqs6tj2wr, value=81606}
996249:{date_stamp=-11718, umbrella=4405, payload=........, name=gc0sto1sf0j6zm7qx55hul8wr9lkfieqcp5lzxoz, time=4701125, id=8hvivxo6ri7ckubn2c9y4kztzvj01wir, value=79499}
996250:{date_stamp=-9686, umbrella=3272, payload=........, name=wzg83xtgb4sc9zibqsa889rim9ckjrryom246req, time=47770631, id=aezlpk45rqauri68c6kwlwa5qc369lpj, value=39574}
996251:{date_stamp=1336, umbrella=9006, payload=........, name=s90jvkr3oufjuwebofb57jtfw2mzd2d17536igyq, time=25133231, id=oxwhb7bckajpgjqhroenhqydlyb0zmbn, value=13214}
996252:{date_stamp=-23242, umbrella=7315, payload=........, name=z5z5ssxtg0pkna987pdccifp0nkox53sl5meidrn, time=11161387, id=nztxjtpf788uby0sp60e6jqbfp22u9rh, value=5664}
996253:{date_stamp=-8290, umbrella=6204, payload=........, name=hzezggamdr7mqmcnbbx692y6zqanwg695dgi2qu1, time=16978984, id=ml54pcj6u1psrukxysvbzg2rxsco07zs, value=12145}
996254:{date_stamp=-18056, umbrella=1633, payload=........, name=bj7qaj3aw9060ktit0gpxt35y234wiotmqt32s4c, time=24935530, id=r5sx6dly9dma4gzbjfqlumf548s78e3b, value=56320}
996255:{date_stamp=-16331, umbrella=4868, payload=........, name=oac61yjqmnd4sao5oc4xu4y1u5zwq6fxkiq94dz0, time=43786663, id=uyyjpf6i9e6j9vtzs3yzo072v4k7ok3c, value=13271}
996256:{date_stamp=8755, umbrella=6108, payload=........, name=xyecoclhd25ephpy6l71hlm0kv01pfs8p0y76bo7, time=34655851, id=30ovygi4zi191lx5bphwvceq8r5axbiy, value=94950}
996257:{date_stamp=-13402, umbrella=1401, payload=........, name=itev3sr6egr09mhie3u3lg2n5czy4wnd21nduot7, time=52296220, id=lwh7x0ln5g7l2gy4pic0i04xeapan4jh, value=31010}
996258:{date_stamp=-14458, umbrella=3521, payload=........, name=1xnsoks6idqeboq75mv8zmpsfhi4o69406dnb36l, time=75270158, id=1s717ogn824itu35lpq795lbjxliempu, value=48700}
996259:{date_stamp=-10483, umbrella=5601, payload=........, name=vn6xydpew6lhabxw8fhxdoh37ilfq6xh0jg0ippx, time=74871902, id=bkj6bobsze85q5pvtsq7n00psldlmds1, value=27981}
996260:{date_stamp=-5452, umbrella=368, payload=........, name=u43xjvg3ruzhleld7p2p4ae5dlju9bjzzk0otuoi, time=61678737, id=a4jdk20v89p5nbc33dclws6q3uhifxml, value=15872}
996261:{date_stamp=15509, umbrella=6606, payload=........, name=u5r0nyoucl5e4d6ykdh20c33pgc3aw1p1k1vtpob, time=41906125, id=7sfa9beoo5armoou6owpks0r72ij2fii, value=77065}
996262:{date_stamp=7612, umbrella=9777, payload=........, name=qjis74l046wxen9jd4lrgqb1b4xi3ng208g95a20, time=10833016, id=jk32u5s1aeu8d3q0cjsdzopprn9lyecz, value=84134}
996263:{date_stamp=-15250, umbrella=5904, payload=........, name=morjlloxhh92dzjsmaarjbtbkujsxpjcz533oesa, time=45941035, id=02gz65i1u9ip4q8ip0kzhlg9465dismf, value=93878}
996264:{date_stamp=-2359, umbrella=9331, payload=........, name=763c8z5wakr5mvcrncr13ln4munfxyag904gzwy3, time=12085796, id=8ehnq6nwh430ez1uj80dxgfc9vyhgs48, value=46763}
996265:{date_stamp=-15288, umbrella=4902, payload=........, name=8sn6t7ky0nh2nk8dhwwupbv76komaa1rhdc5waih, time=51434566, id=fezestb8jv0fan10zjxrjoa076typqvq, value=30058}
996266:{date_stamp=-20649, umbrella=4274, payload=........, name=namromced1h0ex80nnn82tcu9h0lrzouok28q2fi, time=55259409, id=39r4xf7odsa34vmmtfqd6d557apmjub8, value=54711}
996267:{date_stamp=7259, umbrella=3796, payload=........, name=8nex7ot3jitef29vpk2o7zbfq1ow181iex3i677d, time=18225833, id=so6o0x0p52m3ymcsa8zy02o4we75fdjf, value=22152}
996268:{date_stamp=-7422, umbrella=6275, payload=........, name=pfp2mi7ocso41z3q1r3dwyplpsk750n5n8ia049b, time=7063108, id=3rhozkw10bfup38dda37blfpw7rvp5x5, value=16177}
996269:{date_stamp=-13857, umbrella=2691, payload=........, name=gdhbltjc1yrmassith006rj2lr5yhtkrprykf6bt, time=21772607, id=fna20s3scdq0u0me8ivyhajevfv5nynp, value=43479}
996270:{date_stamp=-6278, umbrella=3211, payload=........, name=argpc7wjdoiyocsznlhsvo7crmevvo5sgsdzfkdd, time=9891351, id=3r9e7l9dd8k8aoxyhaghzw7byhq9yprh, value=82343}
996271:{date_stamp=8361, umbrella=2074, payload=........, name=81wbjpylei1bqoytag58gp1hgywny359vej4yt1q, time=18289981, id=da6k769d0tybdv2qyl7j1upe0ptiqdxk, value=87920}
996272:{date_stamp=13137, umbrella=4658, payload=........, name=7ca5d1n46nbrg14oupbabzdn0qkhox9heqvdrgdo, time=67614093, id=9ht0zzfpe4w234t7dyx4bwckc1v9t0bk, value=81321}
996273:{date_stamp=5732, umbrella=2392, payload=........, name=fatzzc4mbgvj4rn51zfilzq87lzly93csjov3rik, time=70672493, id=bdsmx4u9lu0xyj0mxhec5lro8u0ll8sh, value=13321}
996274:{date_stamp=5013, umbrella=9856, payload=........, name=omo9210xd80uvvoen4p54cttp0t77usn5arx3rhj, time=35721838, id=ueor1wn3yzvb8u8bcr2eyxp4gxzn3noh, value=82973}
996275:{date_stamp=-20557, umbrella=5004, payload=........, name=y672upwno4yhwsmsk4kymnd92eallui97i59s9sh, time=45863430, id=61f8f1wm67rw3dv7fh4z9hv22h1tv54y, value=22153}
996276:{date_stamp=2527, umbrella=5022, payload=........, name=s4uf2ra8wa1fokwxf4u7tybdrh2ykk90cd2fwfsa, time=2666151, id=hwl2lsc8r88y4o9wyavh95hmt5oa992a, value=42721}
996277:{date_stamp=6369, umbrella=3594, payload=........, name=iahotv80i1l38bznrbak0wgilcbliqc04l3bv6u4, time=65699152, id=87uhq49706mj2x8ffm7k7jhrp0qy7ta0, value=21615}
996278:{date_stamp=-15472, umbrella=3499, payload=........, name=kb7of73ch5erlo33jsjmxhh90d2g7xtlhn5p0tw1, time=67863605, id=km5mtb1raqlzwro8sai0mfm9n68gcvmq, value=72282}
996279:{date_stamp=-1291, umbrella=8684, payload=........, name=6yqchdkxotmhnfdlkldutqoqkflyhyrlc6ay14tp, time=81196152, id=33susa40spdi4sva0on8xo55gxh707lp, value=90471}
996280:{date_stamp=-22210, umbrella=5435, payload=........, name=iygo1qtp5u7nmdxjebfn1qauepzgpti0tg32wn02, time=3624710, id=1ijhhweklhkftngqxa2pcedmtclyd8bw, value=3372}
996281:{date_stamp=-3918, umbrella=3019, payload=........, name=c7ys92f6hlj0unqidqkk1algk1osoytrniilge3x, time=74871634, id=xlkjvdcuw1tmbhgsva9ox0w9r09q1t8a, value=86693}
996282:{date_stamp=-1479, umbrella=8797, payload=........, name=27c2ahot8k6ipughxwihpdjex3i7xjjz1knktlnp, time=41615231, id=hjp436ae0z394s1aqf584moy97xhyppn, value=10572}
996283:{date_stamp=9347, umbrella=6958, payload=........, name=ytfto1kxvctvd72pp4jdjs20lu37rs667zpn7mn0, time=27516141, id=r5btwglyb9hup9u7jqzx9n69ks4bwipc, value=80386}
996284:{date_stamp=11112, umbrella=2681, payload=........, name=ao759fkq26rov4zpg4m7a2f0i35b7qrulysuluwr, time=53631267, id=gqjf0uaddat5btke2kqh3czvzj8ma3hg, value=593}
996285:{date_stamp=12808, umbrella=5479, payload=........, name=v7rz9fnm2swiq1f2anydq850wk2tsaxci9gq6rzh, time=3624589, id=k7njc6v7tbu99yfy65psrgzr7gkz1hei, value=34771}
996286:{date_stamp=2075, umbrella=844, payload=........, name=dlab40rvmaw1d8b9v9o4s8kyow2bus7o2n2u46v2, time=1620119, id=kuiurxmdg4ezzjzza7gsdc76klajrr2e, value=99795}
996287:{date_stamp=16785, umbrella=2417, payload=........, name=1tyi25h39zy389ih55n06v70vtmaa3bi2egbb4v4, time=32478661, id=bxexq05k55jynv9tginena63upsls4fq, value=78943}
996288:{date_stamp=15287, umbrella=6362, payload=........, name=jsxvryyjql4thh7dcwrjlu63ujstb7bv8iei14e2, time=2444592, id=xj0ared4mh8i7x8af80vc4wtrwzypm9q, value=76237}
996289:{date_stamp=5272, umbrella=7033, payload=........, name=if09ej4ijccgxmquv14s9dmwvzxfbmqdbin7kado, time=67882737, id=75g30lwzajwiqkau71zr4drw6vgoxp48, value=33435}
996290:{date_stamp=-25511, umbrella=5369, payload=........, name=v5epw019did1zydetrvg6l3hhuybqpljkwngnwhz, time=31405454, id=88ddgu5280n9w6ywppj899r4t8t2907m, value=8929}
996291:{date_stamp=13674, umbrella=8626, payload=........, name=1rou0nxbacp1a22ld2m3h1oo6lsbvir85spdv0qt, time=34677216, id=x7gjsxdno38qyb4c2kc6j7v1oum9slcx, value=54535}
996292:{date_stamp=-17328, umbrella=7495, payload=........, name=obl3pc50pm21o06ji75f74ipe8n6u9xm3zb5yaly, time=74432383, id=upt8n1jcmjcc8jvp39tzqvq5knlcc122, value=72871}
996293:{date_stamp=-10710, umbrella=3775, payload=........, name=fxg5k1wkc43c6mh7ygs2sr1fn0naiqmvfshjl1hv, time=66143675, id=dicp5y6rddjfw6hm5vh5rcakfexyn606, value=72495}
996294:{date_stamp=-3290, umbrella=5906, payload=........, name=w7gvsmunj3geaeimd0sxcbntnyjmoecyai414n02, time=44101019, id=sc7ngkckm1aqnoisl5izqbq6fhfaot73, value=60434}
996295:{date_stamp=6747, umbrella=2926, payload=........, name=zhe6xrt98qt93uuii4upw68vd7g71qedaq7038fh, time=45324563, id=okq0l4q0numlv4p0f2qj6iezxt1pkrd1, value=66342}
996296:{date_stamp=-13742, umbrella=7139, payload=........, name=ou5dpu1lpexub3nv8dlt3e3f7yxt6qgqgwhhwaby, time=44520534, id=cixa75k8ojjs469aegytbhpwupmdvk83, value=84799}
996297:{date_stamp=-16567, umbrella=4871, payload=........, name=o9w71pl6k7mel30dq7qfnihx695reypcj2nvs5kv, time=80603272, id=czluty9x41srq57hjhc41l2t3q37pzy9, value=6958}
996298:{date_stamp=-7719, umbrella=4760, payload=........, name=phhnxejynjfnnveibq6tfbbzsmqcermlqclo2gyu, time=2723520, id=x1fwmzrm0ju0z975oofifuiayjm2qs8x, value=87595}
996299:{date_stamp=895, umbrella=6210, payload=........, name=07zobqakh91p373zeo9m0hgmz3kty5embnnhzg37, time=46679584, id=whvrfpvhwho0n6f05ojtxtevb2sd61zs, value=71919}
996300:{date_stamp=-20583, umbrella=4115, payload=........, name=mcdjdzwtb5v1srk6wl5ft1hq5f65x45h65a5gy81, time=46135689, id=iu6jum5dm64zfithwrfv62tfvar00hzg, value=16006}
996301:{date_stamp=-2337, umbrella=4120, payload=........, name=nt7iakubigzlhcatvozhlo394rblqxo0g15uvzi3, time=322557, id=1b1xuhfihml1xzxey1qvv4h24lsjz2sg, value=72701}
996302:{date_stamp=-21302, umbrella=5895, payload=........, name=9z9jzv9f0tn3fnoydxgkm9uh0rdcnwg6eubso8ge, time=55321348, id=qp7f98lscwkopvyfskhrns2wnwxvt0o8, value=65603}
996303:{date_stamp=-19626, umbrella=436, payload=........, name=623y1s63umymqk8z7gjrnf4zdstwghmy9tddx4yi, time=63174977, id=msk7630jprqw01lnxvisysgahe6tvfeu, value=39817}
996304:{date_stamp=-12537, umbrella=5050, payload=........, name=4w2q6lr5yskgbl95vm3xdyeo4ioo1urqatc6ovlc, time=31286670, id=29fqrldyhxl3bqwdu07mcw2tkci1zqoo, value=79372}
996305:{date_stamp=13144, umbrella=2760, payload=........, name=oawlz2ova7fjke53weahuc0dcrmw8lfxncrbyzpx, time=11437024, id=dk6511rp1tg4f4ddqfrvwgfkswi36vti, value=30797}
996306:{date_stamp=13417, umbrella=6229, payload=........, name=gms7hsywkcsc4ovnbgdfyzvyv09tpptetjccfw02, time=14930873, id=uaezzwfe32m5qwnp4ur8gp47wn4krcxs, value=78957}
996307:{date_stamp=-11476, umbrella=3127, payload=........, name=v7y8irrfupgea7rcfi9odz5yun3pjsuscftohd9c, time=24820429, id=zu7xed1w1ai9u7sahnx91v1qg8gf4iw2, value=88326}
996308:{date_stamp=5659, umbrella=777, payload=........, name=8eakr72pm1k9thsgqqezvixt14ijgy0zd9zytcv1, time=65302063, id=pumql4c4qsvofwhpz9iu41uv7huwfldh, value=65621}
996309:{date_stamp=13062, umbrella=4045, payload=........, name=wv75q048csgodp59lrqzo9ztx4hyl00hbilcg217, time=8575719, id=ad562nctw4u4773jlh833fmiqhkuafcx, value=96953}
996310:{date_stamp=8188, umbrella=2089, payload=........, name=auu7lyt1gym36yd3t2ukk5hocxv8s7cj41rzt90x, time=6390577, id=q1pv5fydrrdo4rqvmyb7vkvyy7t079hh, value=47596}
996311:{date_stamp=7427, umbrella=9649, payload=........, name=5h24cle4we657mverwxbhamqrfimll8s6h3kmyv8, time=59820829, id=08f45omogo3nwnnm5suk5zpjdel3ry7e, value=11521}
996312:{date_stamp=-21070, umbrella=5144, payload=........, name=diu3bo6wcpxfwwbw2yupl66ftv1hm2djok686lkq, time=398728, id=fimm5i7ooljnmqe8f6zirl0hrgdxsa48, value=76535}
996313:{date_stamp=-19380, umbrella=1459, payload=........, name=2frb40yx5zbyi7n34m2wqceqrrnwtysmlp9vmy2r, time=45727244, id=ieogmoyx5ddnk0wnd0j6jc3ldyi7ufpc, value=58483}
